ID,Name,Glottocode
Ka,Kazakh,kaza1248
Ki,Kyrgyz,kirg1245
KK,Karakalpak,kara1467
U,Uzbek,uzbe1247
T,Tajik,taji1245
Y,Yaghnobi,yagn1238
