Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^b	b	P	Consonant	1011	U+005E U+0062	"ber,bɔɣlaʃ,bəvə"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^c	c	C	Consonant	2	U+005E U+0063	"caŋ,cørtʊ"	kikulanak1,uhitoy1
^d	d	T	Consonant	844	U+005E U+0064	"dargʲerundan,dirʊ van,døst"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^e	e	E	Vowel	42	U+005E U+0065	"emiʃ,emne,emʧak"	kiakmuz1,kiakmuz2,kibarskoon,kikulanak3,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkkokdarya3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ysafedorak1,ysafedorak2
^f	f	B	Consonant	51	U+005E U+0066	"faˑmidan,fir,fkər"	tagalyk,tkamangaron1,tkamangaron2,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan2,turmetan3,turmetan4,tzarmanak2,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^g	g	K	Consonant	530	U+005E U+0067	"gapi,gardan,gaz̥"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^h	h	H	Consonant	150	U+005E U+0068	"hajvun,hajvɔ̃n,hajβan"	kagazli2,kagazli7,karaushan3,karaushan4,kiorday1,kiorday2,kiorday3,kiorday4,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^i	i	I	Vowel	254	U+005E U+0069	"ilɔn,iskʲe,isəm"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,trishtan1,trishtan2,trishtan3,tshink1,tshink2,turmetan1,turmetan2,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^j	j	J	Consonant	459	U+005E U+006A	"jɔʁ,jɪqilmɔq,jɪqɪlɪʃ"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^k	k	K	Consonant	1118	U+005E U+006B	"kax,kuraʃɪʃ,køryʃ"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^l	l	L	Consonant	34	U+005E U+006C	"laqtrʊ,laχtɨrʊ,likat"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan2,karaushan3,karaushan4,kiorday4,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya2,kkkokdarya3,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron4,tkaptarhona4,tnavdi3,tshink1,tshink3,turmetan4,uhitoy2,uhitoy3,ydugova1,ysafedorak1
^m	m	M	Consonant	705	U+005E U+006D	"majdai,mɔhɔ,mʉz"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^n	n	N	Consonant	354	U+005E U+006E	"namak,nazdɪk,nuʃit"	kagazli1,kagazli2,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak3,kiorday1,kiorday2,kiorday3,kitamga,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^o	o	U	Vowel	23	U+005E U+006F	"ob̥,oftɔp,ow"	kagazli1,karaushan1,tkamangaron1,tkaptarhona2,tnavdi1,tnavdi2,tnimich1,trishtan1,trishtan2,trishtan3,tzarmanak1,tzarmanak2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1
^p	p	P	Consonant	519	U+005E U+0070	"pf̩lamɔq,pydɛm,pʊlla"	kagazli2,kagazli3,karaushan1,karaushan2,karaushan4,kikulanak4,kiorday1,kiorday2,kiorday3,kiorday4,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^q	q	K	Consonant	1038	U+005E U+0071	"qaʧan,qɔra,qɔrqaq"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2
^r	r	R	Consonant	286	U+005E U+0072	"rantak,rʉz,rʊʒd"	kagazli6,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,unovmetan3,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^s	s	S	Consonant	855	U+005E U+0073	"saŋ˳,søjlu,sɒʧ"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^t	t	T	Consonant	1590	U+005E U+0074	"tart,tɔgɔlɔk,tɨndaq"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^u	u	Y	Vowel	237	U+005E U+0075	"ular,urɔk,uzɔqtan"	kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,turmetan1,turmetan2,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova2
^v	v	B	Consonant	113	U+005E U+0076	"vajruna,vantak,vita"	tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^w	w	W	Consonant	310	U+005E U+0077	"wømərsrʊː,wøtpide,wøzʲen"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday2,kiorday3,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,uhitoy1,uhitoy2,uhitoy3,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3
^x	x	G	Consonant	390	U+005E U+0078	"xuld,xɔbraftan,xɔkistar"	kiorday2,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^y	y	Y	Vowel	58	U+005E U+0079	"yrtø,ystʊɣɔn,ysyt"	kagazli5,karaushan1,karaushan2,karaushan3,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya3,kkshege3,kkshege4,tkamangaron2,trishtan1,trishtan2,trishtan3,turmetan1,turmetan2,turmetan3,uhitoy1,usoymahalla1,usoymahalla2,usoymahalla3,uzarmanak3
^z	z	S	Consonant	304	U+005E U+007A	"zad̥,zart,zavɔn"	kkkokdarya1,kkkokdarya3,kkkokdarya4,kkshege1,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,usoymahalla1,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^æ	æ	E	Vowel	1	U+005E U+00E6	"æŋ"	kagazli5
^ø	ø	U	Vowel	44	U+005E U+00F8	"øjla,øliʃ,øltɨr"	karaushan3,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkkokdarya1,tkamangaron2,tkamangaron3,tkamangaron4,usoymahalla3
^ł	ɬ	L	Consonant	2	U+005E U+0142	"łas"	kagazli1,kagazli3
^ɒ	ɒ	O	Vowel	36	U+005E U+0252	"ɒlɨs,ɒsmɒn,ɒt"	karaushan1,karaushan2,karaushan3,karaushan4,kikulanak1,kikulanak2,kiorday1,kiorday2,kiorday3,kiorday4,kkhalqabad1,kkkokdarya3,kkshege1,kkshege3,trishtan1,usoymahalla1,uurtoqqishloq4
^ɔ	ɔ	U	Vowel	398	U+005E U+0254	"ɔjnamɔq,ɔtɨriʃ,ɔɣɜz̥"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkkokdarya2,kkkokdarya3,kkkokdarya4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^ə	ə	E	Vowel	3	U+005E U+0259	"əstəɣɔn,əstʊxɔn,əstʊɣɔn"	tshink1,tshink2,tshink3
^ɛ	ɛ	E	Vowel	44	U+005E U+025B	"ɛkkʲɪ,ɛmnɛ,ɛnɛ"	kagazli4,karaushan1,karaushan2,karaushan3,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3
^ɣ	ɣ	G	Consonant	97	U+005E U+0263	"ɣajʤ,ɣir,ɣirɣɔndan"	kagazli1,kiakmuz3,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
^ɨ	ɨ	I	Vowel	54	U+005E U+0268	"ɨldɨz̥,ɨrdaʃ,ɨɣal"	kagazli4,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,uhitoy1,uhitoy3,uurtoqqishloq3
